index	sample-1	sample-2	sample-3	sample-4	sample-5	sample-6	sample-7	sample-8	sample-9	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-69	sample-70	sample-71	sample-72	sample-73	sample-74	sample-75	sample-76	sample-77	sample-78	sample-79	sample-80	sample-81	sample-82	sample-83	sample-84	sample-85	sample-86	sample-87	sample-88	sample-89	sample-90	sample-91	sample-92	sample-93	sample-94	sample-95	sample-96	sample-97	sample-98	sample-99	sample-100	sample-101	sample-102	sample-103	sample-104	sample-105	sample-106	sample-107	sample-108	sample-109	sample-110	sample-111	sample-112	sample-113	sample-114	sample-115	sample-116	sample-117	sample-118	sample-119	sample-120
Unclassified_29(f__[Mogibacteriaceae])	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	2	0	0	0	0	0	30	66	82	156	239	94	184	106	130	526	105	187	160	80	277	315	154	198	192	170	283	36	119	49	31	74	22	39	281	41	17	59	78	111	87	112	42	32	21	25	28	259	65	23	38	84	34	24	106	98	42	83	332	45	39	61	46	139	98	97	22	28	29	33	33	77	32	55	29	18	43	36	86	42	60	38	43	30	50	52	28	51	54	38	26	42	74	33	59	203
g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	2	0	0	4	0	2	6	0	0	0	5	2	6	0	0	0	0	0	2	6	8	3	36	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	5	0	15	0	8	0	0	4	0	3	2	6	2	0	2	0	0	0	3	3	0	0	0	4	4	4	0	0	0	2	10	3	4	0	8	2	0	0	2	0	0	3	12
Unclassified_30(f__[Tissierellaceae])	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	137	10	18	7	5	5	5	0	9	6	8	7	20	2	2	3	0	2	0	0
g__Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
g__Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	0	0	2	0
g__Tissierella_Soehngenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	10	0	0	2	3	0	6	8	0	0	35	2	19	0	7	8	15	0	17	11	12	8	73	13	22	9	13
Unclassified_31(f__Erysipelotrichaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	49	6	0	11	4	12	5	5	11	7	14	12	28	21	2	13	0	5	10	7	0	2	0	0	0	0	0	2	0	0	0	0	0	0	5	4	2	3	7	5	0	0	4	21	11	17	8	19	29	14	19	15	13	21	23	40	12	3	96	2	5	0	4	4	6	4	2	0	3	2	4	14	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_32(f__Erysipelotrichaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	6	2	2	0	3	5	0	3	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	5	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	2	25	0	20	0	0	2	0	4	2	0	2	5	0	0	2	21	3	10	2	0	0	2	0	0	0	0	0	0	0	5	0	0	3
g__Asteroleplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	2	3	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	4	0	2	6	0	0	0	0	0	4	4	0	0	16	0	0	0	0	0	0	0	0
g__Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	130	29	29	43	24	4	102	32	29	37	52	30	75	12	20	54	22	23	67	40	13	5	11	6	87	13	18	0	71	0	10	0	5	4	8	11	12	14	10	17	18	3	10	3	46	63	11	42	28	56	15	22	115	17	122	26	40	38	4	65	25	3	15	8	16	29	16	67	10	12	10	23	8	3	36	18	13	30	31	14	8	9	9	14	0	2	20	8	12	19
g__Catenibacterium	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	49	22	28	17	76	8	36	8	16	12	26	12	17	14	5	31	37	254	79	31	130	57	9	47	256	25	185	0	9	6	0	0	0	0	3	0	5	0	0	8	0	0	0	2	144	26	11	517	40	84	27	100	33	32	211	20	241	18	0	163	25	17	11	11	82	38	26	27	37	32	19	17	14	8	18	20	25	46	28	9	18	17	11	22	11	13	8	13	14	24
g__L7A_E11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	2	2	0	5	13	6	4	0	0	6	0	0	8	9	2	0	15	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	10	0	3	2	3	5	6	2	2	10	11	2	0	2	3	9	0	0	2	0	5	0	2	0	4	4	5	27	2
g__RFN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	4	0	0	7	4	2	2	2	0	5	4	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	3	2	3	0	2	2	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2	2	2	0	2	0	2	11	0	0	0	0	0	0	0	2	2	0	2	10	0	0	0	0	2	0	0	0	2	2	0	2	2
g__Sharpea	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	17	19	0	0	0	44	0	0	0	0	0	0	0	0	2	0	0	62	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	48	0	0	0	0	0	0	0	0	2	0	0	57	0	0	0	0	0	0	0	0	0	0	0
g__[Eubacterium]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	164	116	125	188	50	99	97	145	130	112	86	141	628	55	311	55	185	144	138	246	443	44	82	843	239	294	0	446	7	11	17	19	23	48	15	16	3	7	19	23	5	10	35	154	815	56	468	352	1568	83	331	179	173	695	163	217	288	49	536	242	176	420	156	625	399	180	405	258	317	75	115	57	228	676	246	215	960	252	140	284	205	65	74	78	100	89	44	90	81
g__p-75-a5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3	126	384	78	137	86	58	558	68	76	95	117	157	118	70	77	58	500	76	185	104	90	16	9	20	18	16	55	3	88	8	43	241	22	185	25	203	442	37	111	32	86	155	143	95	191	124	279	72	285	103	87	124	232	283	75	216	503	622	85	153	61	78	56	55	60	238	273	116	60	48	40	85	62	40	56	45	85	240	56	33	12	33	16	40	8	61	63	27	72	95
g__Fusobacterium	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	16	82	4	0	2	0	3	0	0	0	0	2	0	29	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_33(c__Alphaproteobacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Agrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
g__Ruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_34(o__Rickettsiales)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	3	0	0	0
Unclassified_35(f__mitochondria)	0	0	0	0	0	5	3	25	4	150	2	0	59	4	2	2	2	16	20	1052	104	18	27	15	62	0	13	5	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38	3	6	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	4	5	0	0	0	0	3	0
g__Burkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Comamonas	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	12	9	5	4	8	10	189	101	54	35	43	629	45	51	37	24	173	21	44	794	122	81	138	2073	104	70	42	62	93
g__Hylemonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Schlegelella	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oxalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	3	2	0	3	5	4	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	7	2	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2
g__Ralstonia	0	0	11	0	0	2	2	0	2	0	0	0	0	2	0	0	0	0	0	30	0	0	2	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	10	6	0	0	0	0	0	5	2	8	0	0	74	9	4	2	0	413	0	10	0	0	0	0	0	19	0	0	0	0
g__Neisseria	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hydrogenophilus	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_36(o__Tremblayales)	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	134	152	21	12	16	54	41	8	9	95	26	64	16	26	68	415	70	566	135	67	0	0	0	0	0	0	0	0	0	6	12	261	3	2	10	16	130	33	30	7	9	65	7	5699	555	555	102	1037	522	7223	198	730	371	4480	1164	931	425	111	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
g__Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	2	6	5	2	0	0	0	0	6	2	4	13	0	0	14	2	0	0	0	0	0	2	31	0	58	3	0	0	0	2	3	4	3	2	0	12	0	2	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	2	2	0	0	0	0	0	0	0	3	3	0	6	0	0	0	0	3	2	0	0	3	0	0	0	2	0	3	0	0	2	2
g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	7	0	4	15	16	9	0	0	2	12	7	69	0	0	0	10	2	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	2	0	5	31	0	0	3	7	0	17	7	0	6	2	25	6	4	11	2	3	2	2	8	51	4	2	2	12	2	3	3	0	2	20	8	8	0	0	0	3	0	8	0	2	2	4	6	8
g__Flexispira	32	8	1	2	3	0	0	0	9	11	21	0	0	77	0	6	0	0	0	0	0	14	7	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	2	0	0	1	0	0	0	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	5	2	5	2	3	0	0	3	0	0	5	6	13	0	2	0	0	0	0	0	0	0	0	9	0
g__Succinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	2	5	10	5	0	7	6	3	3	9	0	0	0	3	15	5	3	0	0	2	0	0	0	0	0	0	13	15	3	14	7	0	0	4	12	3	15	4	20	27	6	6	5	8	0	3	0	0	0	7	4	56	3	0	0	0	0	0	0	0	9	0	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	3	7
Unclassified_37(f__Idiomarinaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_38(f__Enterobacteriaceae)	0	10	0	28	1	30	0	7	8	11	86	74	5	11	5	10	0	5	9	18	19	2	21	27	2	9	6	7	4	13	0	0	0	5	0	1	0	0	2	0	30	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	8	4	3	7	102	3	11	29	8	387	79	0	0	0	0	2	2	0	0	3	1	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	529	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
g__Cedecea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Citrobacter	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterobacter	0	0	0	0	0	0	1	0	0	10	0	0	0	0	3	2	1	1	0	0	0	6	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	3	5	0	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	2	2	0	0	0	0	0	0	3	2	0	0	0	43	0	4	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0
g__Escherichia	199	416	1529	714	2370	2236	2556	4909	1919	1502	8118	15347	622	459	687	813	630	973	538	326	519	1773	616	2550	309	624	1772	1587	6454	3619	26	27	35	36	20	58	53	43	18	496	877	40	18	7	11	33	22	65	70	26	46	1608	837	478	838	5590	776	17	520	9	87	162	114	87	1244	894	702	2767	893	1545	5593	3124	126	129	185	269	658	373	548	833	395	1121	173	4069	264	230	170	567	2643	880	271	64	61	62	89	180	102	652	449	241	1566	5298	5435	2423	1000	854	1291	826	7617	7884	13214	2426	3262	9500	8054	634	1431	534	927	1907
g__Klebsiella	0	0	8	7	7	6	10	20	1	22	5	209	6	1	10	3	10	8	45	16	7	20	9	73	8	3	12	10	13	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	11	0	5	31	1	24	0	36	0	4	3	3	3	2	4	2	0	9	0	34	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	21	0	0	0	3	2	0	0	0	0	0	0	0
g__Salmonella	0	3	21	40	21	96	17	8	29	4	285	88	13	0	0	4	4	10	0	0	45	1	6	10	0	0	0	13	0	5	0	0	0	0	0	3	0	0	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	192	25	23	20	44	939	31	6	12	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
g__Serratia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	42	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0
g__Alcanivorax	0	0	0	0	0	0	0	0	0	2	0	2	51	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Halomonas	7	0	9	5	2	6	0	12	4	7	2	3	7	2	2	18	3	12	7	156	21	17	5	3	5	0	8	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	0	3	0	0	0	2	6	0	0	0	0	2	0	0	0	0	0	5	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_39(f__Pasteurellaceae)	2	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	3	0	0	0	2	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinobacillus	14270	6878	11728	4164	7728	919	2545	1765	1562	453	263	1046	376	8507	2585	4658	6488	788	5963	5172	1706	769	280	1359	464	1220	1204	1269	1163	429	83	14	80	15	0	2	7	4	0	6	47	2	18	0	7	8	2	2	6	6	15	0	0	0	0	0	0	26	0	22	150	58	77	59	101	706	746	53	1264	194	566	445	217	124	125	384	75	30	181	536	156	217	242	1127	80	105	108	231	82	46	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0
g__Aggregatibacter	0	0	0	0	0	0	13	66	14	0	0	0	0	11	9	20	14	3	6	783	23	4	0	11	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
